"","Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"230","19950123CASAR","2",1995-01-23,"Winter","Sacred Heart Middle School Redlands CA","Sacred Heart Middle School","Redlands","CA","Middle","Office; Other","Both Inside/Outside","Yes",NA,"Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-117.1264753,34.093342
"231","19941108IAWEM","1",1994-11-08,"Fall","West Delaware High School Manchester IA","West Delaware High School","Manchester","IA","High","Office","Inside School Building","Yes","Not a School Day","Intentional Property Damage","No","No","No","No",NA,-91.4524926,42.4886789
"232","19941107OHWIW","2",1994-11-07,"Fall","Wickliffe Middle School Wickliffe OH","Wickliffe Middle School","Wickliffe","OH","Middle","Hallway","Inside School Building","Yes",NA,"Psychosis","No","No","No","No",NA,-81.4739406,41.605214
"233","19941105CATHS","4",1994-11-05,"Fall","Thomas Jefferson Elementary School San Leandro CA","Thomas Jefferson Elementary School","San Leandro","CA","Elementary","Field (General)","Outside on School Property","No","Night","Unknown","No",NA,"No","No","1",-122.1355058,37.7128163
"234","19941012NCGRG","3",1994-10-12,"Fall","Grimsley High School Greensboro NC","Grimsley High School","Greensboro","NC","High","Parking Lot","Outside on School Property","Yes","Dismissal","Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-79.8144309,36.0826525
"235","19940908NYSWA","3",1994-09-08,"Fall","Sweet Home High School Albany NY","Sweet Home High School","Albany","NY","High","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No","1",-73.7562317,42.6525793
"236","19940526KYLAU","5",1994-05-26,"Spring","Larry A. Ryle High School Union KY","Larry A. Ryle High School","Union","KY","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-84.6773577,38.933132
"237","19940525INLAS","3",1994-05-25,"Spring","LaSalle High School South Bend IN","LaSalle High School","South Bend","IN","High","Parking Lot","Outside on School Property","Yes","Lunch","Illegal Activity","No","No","No","No",NA,-86.2870559,41.6943664
"238","19940412MTMAB","4",1994-04-12,"Spring","Margaret Leary Elementary School Butte MT","Margaret Leary Elementary School","Butte","MT","Elementary","Playground","Outside on School Property","Yes","Before School","Bullying","Yes","No","No","No","3",-112.5214883,45.9612049
"239","19940408MDLAU","1",1994-04-08,"Spring","Largo High School Upper Marlboro MD","Largo High School","Upper Marlboro","MD","High","Bathroom","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","1",-76.8205914,38.8857567
"240","19940218SCSPS","2",1994-02-18,"Winter","Spartanburg High School Spartanburg SC","Spartanburg High School","Spartanburg","SC","High","Parking Lot","Outside on School Property","No","Sport Event","Drive-by Shooting","No","No","No","No",NA,-81.8790485,34.9791406
"241","19940208MIOSD","2",1994-02-08,"Winter","Osborn High School Detroit MI","Osborn High School","Detroit","MI","High","Parking Lot","Outside on School Property","Yes",NA,"Unknown","No","No","No","No",NA,-83.0027346,42.434046
"242","19940126DCPAW","1",1994-01-26,"Winter","Paul Lawrence Dunbar High School Washington DC","Paul Lawrence Dunbar High School","Washington","DC","High","Hallway","Inside School Building","Yes","Morning Classes","Intentional Property Damage","No","No","No","No","17",-77.0368707,38.9071923
"243","19940124SCEAC","2",1994-01-24,"Winter","Eau Claire High School Columbia SC","Eau Claire High School","Columbia","SC","High","Hallway","Inside School Building","Yes","Unknown","Bullying","Yes","No","No","No",NA,-81.0426049,34.0481368
"244","19931217MICHC","2",1993-12-17,"Winter","Chelsea High School Chelsea MI","Chelsea High School","Chelsea","MI","High","Office","Inside School Building","No","After School","Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-84.002523,42.3114213
"245","19931215CACHS","1",1993-12-15,"Winter","Chatsworth High School San Fernando Valley CA","Chatsworth High School","San Fernando Valley","CA","High","Outside on School Property","Outside on School Property","Yes","Afternoon Classes","Illegal Activity","No","No","No","No",NA,-118.5863575,34.2533827
"246","19931201WIWAW","2",1993-12-01,"Winter","Wauwatosa West High School Wauwatosa WI","Wauwatosa West High School","Wauwatosa","WI","High","Hallway","Inside School Building","Yes","Unknown","Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-88.055452,43.0683607
"247","19931104MSBAB","2",1993-11-04,"Fall","Bay Springs High School Bay Springs MS","Bay Springs High School","Bay Springs","MS","High","Classroom","Inside School Building","Yes",NA,"Unknown",NA,NA,"No","No",NA,-89.2778985,31.9776141
"248","19931104FLTEJ","2",1993-11-04,"Fall","Terry Parker High School Jacksonville FL","Terry Parker High School","Jacksonville","FL","High","Front of School","Outside on School Property","No","After School","Illegal Activity","No","No","No","No",NA,-81.5741194,30.3430326
"249","19931101ILSUC","2",1993-11-01,"Fall","Sullivan High School Chicago IL","Sullivan High School","Chicago","IL","High","Outside on School Property","Outside on School Property","Yes",NA,"Intentional Property Damage","No","No","No","No",NA,-87.6689166,42.0028084
"250","19931012DEDON","2",1993-10-12,"Fall","Dover High School New Castle DE","Dover High School","New Castle","DE","High","Bathroom","Inside School Building","Yes",NA,"Murder/Suicide",NA,"No","No","No","1",-75.5652144,39.7073527
"251","19930917WYCES","2",1993-09-17,"Fall","Central Junior High School Sheridan WY","Central Junior High School","Sheridan","WY","Junior High","Football Field/Track","Outside on School Property","Yes",NA,"Indiscriminate Shooting","No","No","No","No","30",-106.9561791,44.7971939
"252","19930524PAUPP","2",1993-05-24,"Spring","Upper Perkiomen High School Pennsburg PA","Upper Perkiomen High School","Pennsburg","PA","High","Classroom","Inside School Building","Yes",NA,"Bullying","Yes","No","No","No","<10",-75.4900227,40.3815416
"253","19930415MAFOA","4",1993-04-15,"Spring","Ford Middle School Acushnet MA","Ford Middle School","Acushnet","MA","Middle","Office","Inside School Building","Yes","Unknown","Psychosis","No","No","No","No",NA,-70.9051055,41.72323
"254","19930318GAHAH","2",1993-03-18,"Spring","Harlem High School Harlem GA","Harlem High School","Harlem","GA","High","Hallway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","No",NA,-82.3121063,33.4567437
"255","19930308VADOD","4",1993-03-08,"Spring","Dozier Middle School Denbigh VA","Dozier Middle School","Denbigh","VA","Middle","Parking Lot","Outside on School Property","Yes","School Start","Psychosis","No","No","No","No","1",-76.5521982,37.1635524
"256","19930208DCWAW","1",1993-02-08,"Winter","Washington-Dix Street Academy (High School) Washington DC","Washington-Dix Street Academy (High School)","Washington","DC","High","Hallway","Inside School Building","Yes","Morning Classes","Illegal Activity","No","No","No","No","1",-76.9472459,38.8927319
"257","19930118KYEAG","4",1993-01-18,"Winter","East Carter High School Grayson KY","East Carter High School","Grayson","KY","High","Classroom","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","Yes","No","No","No","<10",-82.9335175,38.3246518
"258","19921214NYWAW","2",1992-12-14,"Winter","Walton High School Walton NY","Walton High School","Walton","NY","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-75.1293351,42.1695296
"259","19921116ALFAB","2",1992-11-16,"Fall","Fairfield High School Birmingham AL","Fairfield High School","Birmingham","AL","High","Hallway","Inside School Building","Yes",NA,"Illegal Activity","No","No","No","No","1",-86.9082481,33.4912583
"260","19921113TXLAC","1",1992-11-13,"Fall","Langham Creek High School Cypress TX","Langham Creek High School","Cypress","TX","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Murder/Suicide","No","Yes","No","No","2",-95.677185,29.881309
"261","19920928CAHIS","3",1992-09-28,"Fall","Hiram Johnson High School Sacramento CA","Hiram Johnson High School","Sacramento","CA","High","Hallway","Inside School Building","Yes","Dismissal","Racial","No","No","No","No","2",-121.424904,38.5409007
"262","19920514CASIN","2",1992-05-14,"Spring","Silverado Middle School Napa CA","Silverado Middle School","Napa","CA","Junior High","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes","2",-122.2619264,38.2952878
"263","19920501CALIO","4",1992-05-01,"Spring","Lindhurst High School Olivehurst CA","Lindhurst High School","Olivehurst","CA","High","Hallway","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","No","No","No","Yes",">10",-121.537714,39.0835674
"264","19920128LAFRG","2",1992-01-28,"Winter","Francis W. Gregory Junior High School Gentilly LA","Francis W. Gregory Junior High School","Gentilly","LA","Junior High","Beside Building","Outside on School Property",NA,NA,"Illegal Activity","No","No","No","No","1",-90.0602893,30.0124722
"265","19911106LAWAN","1",1991-11-06,"Fall","Walter L. Cohen Senior High School New Orleans LA","Walter L. Cohen Senior High School","New Orleans","LA","High","Parking Lot","Outside on School Property","No","After School","Drive-by Shooting","No","No","No","No","5",-90.0715323,29.9510658
"266","19911023TXOAD","2",1991-10-23,"Fall","Oak Cliff High School Dallas TX","Oak Cliff High School","Dallas","TX","High","Hallway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","No","1",-96.8743083,32.7203477
"267","19911015SCWOW","2",1991-10-15,"Fall","Woodruff High School Woodruff SC","Woodruff High School","Woodruff","SC","High","Hallway","Inside School Building","Yes","Lunch","Bullying","Yes","No","No","No","<5",-82.0219285,34.7318476
"268","19911015NHMOS","2",1991-10-15,"Fall","Monadnock Regional High School Swanzey NH","Monadnock Regional High School","Swanzey","NH","High","Hallway","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No",NA,"No","Yes","1",-72.2811184,42.8737515
"269","19910219LABON","2",1991-02-19,"Winter","Booker T. Washington High School New Orleans LA","Booker T. Washington High School","New Orleans","LA","High","Outside on School Property","Outside on School Property","Yes","Lunch","Illegal Activity","No","No","No","No","4",-90.089026,29.9501475
"270","19901030TXNAG","2",1990-10-30,"Fall","Naaman Forest High School Garland TX","Naaman Forest High School","Garland","TX","High","Office","Inside School Building","No","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-96.6377163,32.9578784
"271","19901029INCHC","2",1990-10-29,"Fall","Charlestown High School Charlestown IN","Charlestown High School","Charlestown","IN","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-85.6674178,38.4553294
"272","19900531TXSUF","2",1990-05-31,"Spring","Sunrise Elementary School Fort Worth TX","Sunrise Elementary School","Fort Worth","TX","Elementary","Playground","Outside on School Property","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","4",-97.2372224,32.7118741
"273","19900520TNHIC","2",1990-05-20,"Spring","Hickman County High School Centerville TN","Hickman County High School","Centerville","TN","High","Hallway","Inside School Building","No","Not a School Day","Psychosis","No","No","No","No","2",-87.4293708,35.8083777
"274","19900504CAMOE","2",1990-05-04,"Spring","Mount Pleasant High School East San Jose CA","Mount Pleasant High School","East San Jose","CA","High","Hallway","Inside School Building","Yes",NA,"Racial","No","No","No","No",NA,-121.8081272,37.3465382
"275","19900327NYNEB","2",1990-03-27,"Spring","New Utrecht High School Brooklyn NY","New Utrecht High School","Brooklyn","NY","High","Hallway","Inside School Building","Yes","Morning Classes","Racial","No","No","No","No","1",-74.0031024,40.6132217
"276","19900116RICEP","2",1990-01-16,"Winter","Central High School Providence RI","Central High School","Providence","RI","High","Beside Building","Outside on School Property","Yes","Lunch","Bullying","Yes","No","No","No","4",-71.4214512,41.8165335
"277","20200804PAKEP","3",2020-08-04,"Summer","Kelly Elementary School Pittsburg PA","Kelly Elementary School","Pittsburg","PA","Elementary","Beside Building","Outside on School Property","No","Not A School Day","Unknown","No","No","No","No",NA,-79.890122,40.440184
"278","20200830TXLOD","4",2020-08-30,"Summer","L.O. Donald Leadership Academy Dallas TX","L.O. Donald Leadership Academy","Dallas","TX","Elementary","Playground","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","5",-96.887129,32.7325386
"279","20200904FLLOJ","3",2020-09-03,"Fall","Lone Star Elementary School Jacksonville FL","Lone Star Elementary School","Jacksonville","FL","Elementary","Beside Building","Outside on School Property","No","Night",NA,"No","No","No","No",NA,-81.5284538,30.3374124
"280","20200630OHLAW","4",2020-06-30,"Summer","Lakota Career Readiness Academy West Chester Township OH","Lakota Career Readiness Academy","West Chester Township","OH","K-12","Front of School","Outside on School Property","No","Before School","Intentional Property Damage","No","No","No","No",NA,-84.4542843,39.362352
"281","20200916WAARG","3",2020-09-15,"Fall","Artondale Elementary School Gig Harbor WA","Artondale Elementary School","Gig Harbor","WA","Elementary","Beside Building","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-122.621496,47.294594
"282","20200915UTVIB","4",2020-09-15,"Fall","Viewmont High School Bountiful UT","Viewmont High School","Bountiful","UT","High","Front of School","Outside on School Property","No","Night","Psychosis","No","No","No","No",NA,-111.8831848,40.9000576
"283","20200915SCYOR","4",2020-09-15,"Fall","York County School Bus Rock Hill SC","York County School Bus","Rock Hill","SC",NA,"School Bus","School Bus","Yes","Dismissal","Intentional Property Damage","No","No","No","No",NA,-81.0250784,34.9248667
"284","20200923FLHIJ","4",2020-09-23,"Fall","Highlands Middle School Jacksonville FL","Highlands Middle School","Jacksonville","FL","Middle","School Bus","School Bus","Yes","Dismissal","Intentional Property Damage","No","No","No","No","1",-81.6824798,30.4344024
"285","20200923PAWIW","4",2020-09-23,"Fall","William Tennent High School Warminster PA","William Tennent High School","Warminster","PA","High","Parking Lot","Outside on School Property","No","After School","Illegal Activity","No","No","No","No","2",-75.0703435,40.1838163
"286","20200924ILMCS","3",2020-09-24,"Fall","McClernand Elementary School Springfield IL","McClernand Elementary School","Springfield","IL","Elementary","Beside Building","Outside on School Property","Yes","Afternoon Classes","Intentional Property Damage","No","No","No","No",NA,-89.6480362,39.8101846
"287","20190127NVRER","5",2019-01-27,"Winter","Reno High School Reno NV","Reno High School","Reno","NV","High","Front of School","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","0",-119.8278383,39.5176166
"288","20130129ALDAM","5",2013-01-29,"Winter","Dale County School Bus Midland City AL","Dale County School Bus","Midland City","AL","Elementary","School Bus","School Bus","Yes","Dismissal","Hostage/Standoff","No","No","No","Yes","5",-85.4788065,31.5030509
"289","20201005OKSOM","3",2020-10-05,"Fall","Southridge Junior High Moore OK","Southridge Junior High","Moore","OK","High","School Bus","School Bus","Yes","Before School",NA,NA,"No","No","No","1",-97.5494901,35.3276675
"290","20161216FLSAJ","4",2016-12-16,"Winter","Samuel W. Wolfson High School Jacksonville FL","Samuel W. Wolfson High School","Jacksonville","FL","High","School Bus","School Bus","Yes","Dismissal","Intentional Property Damage","No","No","No","No",NA,-81.615734,30.249874
"291","20190327FLMAJ","4",2019-03-27,"Spring","Mayport Coastal Sciences Middle School Jacksonville FL","Mayport Coastal Sciences Middle School","Jacksonville","FL","Middle","School Bus","School Bus","Yes","After School",NA,"No","No","No","No",NA,-81.4135846,30.3626353
"292","20201014PABRB","3",2020-10-14,"Fall","Bradford Area School District Bradford PA","Bradford Area School District","Bradford","PA",NA,"School Bus","School Bus","Yes","After School","Intentional Property Damage","No","No","No","No",NA,-78.7022678,41.8753589
"293","20201014WAWAS","3",2020-10-14,"Fall","Washington Elementary School Sunnyside WA","Washington Elementary School","Sunnyside","WA","Elementary","Front of School","Off School Property","Yes","Morning Classes","Drive-by Shooting","No","No","No","No","40",-120.0104139,46.3188863
"294","20201002PAMAE","3",2020-10-02,"Fall","Marple-Newtown School Bus Exton PA","Marple-Newtown School Bus","Exton","PA",NA,"School Bus","School Bus",NA,NA,"Intentional Property Damage","No","No","No","No",NA,-75.3761952,39.9767076
"295","20201026GARIR","4",2020-10-26,"Fall","Riverdale High School Riverdale GA","Riverdale High School","Riverdale","GA","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-84.4029482,33.5569425
"296","20201102COERE","2",2020-11-02,"Fall","Erie High School Erie CO","Erie High School","Erie","CO","High","Cafeteria","Outside on School Property","No","Night","Intentional Property Damage",NA,"No","No","No","1",-105.016131,40.048171
"297","20201106AZKHT","3",2020-11-06,"Fall","Khalsa Montessori Charter Tuscon AZ","Khalsa Montessori Charter","Tuscon","AZ","Elementary","Parking Lot","Outside on School Property","Yes","Morning Classes","Hostage/Standoff","No","No","No","No",NA,-110.9143325,32.2764497
"298","20160928TNSYP","5",2016-09-28,"Fall","Sycamore Middle School Pleasant View TN","Sycamore Middle School","Pleasant View","TN","Middle","Office","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","0",-87.0489888,36.3681949
"299","20201117MTGRG","4",2020-11-17,NA,"Great Falls High School Great Falls MT","Great Falls High School","Great Falls","MT","High","Front of School","Outside on School Property","No","Evening","Intentional Property Damage","No","No","No","No","4",-111.3050572,47.5568972
"300","20201124NCHEH","4",2020-11-25,"Fall","Hendersonville Middle School Hendersonville NC","Hendersonville Middle School","Hendersonville","NC","Middle","Gym","Inside School Building","Yes","Morning Classes",NA,NA,NA,"No",NA,"1",-82.473087,35.321892
"301","19900906GASOC","4",1990-09-06,"Fall","South Forsyth Middle School - High School Cumming GA","South Forsyth Middle School - High School","Cumming","GA","6-12","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","1",-84.1530847,34.1160861
"302","20210127MSHAH","4",2021-01-27,"Winter","Hattiesburg High School Hattiesburg MS","Hattiesburg High School","Hattiesburg","MS","High","Off School Property","School Bus","Yes","School Start",NA,"No","No","No",NA,NA,-89.3037147,31.2836473
"303","20210216NCTHS","4",2021-02-16,"Winter","Third Creek Elementary School Statesville NC","Third Creek Elementary School","Statesville","NC","Elementary","School Bus","School Bus","Yes","School Start",NA,"No","No","No","No","1",-80.8561425,35.7496127
"304","20210226LAGEN","4",2021-02-26,NA,"George Washington Carver High School New Orleans LA","George Washington Carver High School","New Orleans","LA","High","Hallway","Inside School Building","No","Sport Event","Illegal Activity","No","No","No","No","2",-90.0370128,29.9943822
"305","20210319WVSPM","4",2021-03-19,"Spring","Spring Mills Middle School Martinsburg WV","Spring Mills Middle School","Martinsburg","WV","Middle","School Bus","School Bus","Yes","Dismissal","Intentional Property Damage",NA,"No","No","No",NA,-77.90191,39.541544
"306","20210324ORFOS","3",2021-03-24,"Spring","Four Corners Elementary School Salem OR","Four Corners Elementary School","Salem","OR","Elementary","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-122.9769629,44.9226034
"307","20180803IALIO","3",2018-08-03,"Summer","Liberty Elementary School Ottumwa IA","Liberty Elementary School","Ottumwa","IA","Elementary","Parking Lot","Off School Property","No","Afternoon Classes","Illegal Activity","No","No","No","No",NA,-92.4352968,40.9936507
"308","20210401OKCLC","4",2021-04-01,"Spring","Cleveland High School Cleveland OK","Cleveland High School","Cleveland","OK","High","School Bus","School Bus","Yes","Evening","Drive-by Shooting","No","No","No","No",NA,-96.4755593,36.3141517
"309","20210104NYPEJ","3",2021-01-04,"Winter","Perth Bible Church and Christian Academy Johnstown NY","Perth Bible Church and Christian Academy","Johnstown","NY","6-12","Field (General)","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No",NA,-74.1903982,43.0189703
"310","20210406ILBAC","3",2021-04-06,"Spring","Back of the Yards College Prep High School Chicago IL","Back of the Yards College Prep High School","Chicago","IL","High","Beside Building","Outside on School Property","Yes","Afternoon Classes","Intentional Property Damage","No","No","No","No",NA,-87.677597,41.8074302
"311","20210412TNAUK","4",2021-04-12,"Spring","Austin-East Magnet High School Knoxville TN","Austin-East Magnet High School","Knoxville","TN","High","Bathroom","Inside School Building","Yes","Afternoon Classes",NA,"No","Yes","No","No","1",-83.8873047,35.9898522
"312","20210412CASAS","4",2021-04-12,"Spring","San Diego High School San Diego CA","San Diego High School","San Diego","CA","High","Football Field/Track","Outside on School Property","No","Evening","Hostage/Standoff","No","No","No","No",NA,-117.1531757,32.7200025
"313","20210420TXHAH","4",2021-04-20,"Spring","Harker Heights High School Harker Heights TX","Harker Heights High School","Harker Heights","TX","High","Parking Lot","Outside on School Property","No","Night","Illegal Activity","No","No","No","No",NA,-97.6521492,31.0568127
"314","20210506IDRIR","4",2021-05-06,"Spring","Rigby Middle School Rigby ID","Rigby Middle School","Rigby","ID","Middle","Inside School Building","Both Inside/Outside","Yes","Morning Classes",NA,NA,"No","No",NA,NA,-111.9419755,43.6684444
"315","20210506SCFOC","4",2021-05-06,"Spring","Forest Lake Elementary Columbia SC","Forest Lake Elementary","Columbia","SC","Elementary","School Bus","School Bus","Yes","Before School","Hostage/Standoff","No","No","No","No","0",-80.9507148,34.0515042
"316","20210511CAVEL","4",2021-05-11,"Spring","Verbum Dei High School Los Angeles CA","Verbum Dei High School","Los Angeles","CA","High","School Bus","School Bus","Yes","Afternoon Classes","Intentional Property Damage","No","No","No","No",NA,-118.2535799,33.9345258
"317","20210517TNAUM","4",2021-05-17,"Spring","Aurora Collegiate Academy Memphis TN","Aurora Collegiate Academy","Memphis","TN","Elementary","Front of School","Off School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No",NA,-89.8994004,35.1478922
"318","20210610CTHOW","4",2021-06-10,"Summer","Holy Cross High School Waterbury CT","Holy Cross High School","Waterbury","CT","High","Field (General)","Outside on School Property","No","Before School","Illegal Activity","No","No","No","No",NA,-73.064702,41.531244
"319","20210614TXEAF","4",2021-06-14,"Summer","Eastern Hills High School Fort Worth TX","Eastern Hills High School","Fort Worth","TX","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-97.2327569,32.7480228
"320","20210620CAGRM","3",2021-06-20,"Summer","Modesto Christian School Modesto CA","Modesto Christian School","Modesto","CA","K-12","Parking Lot","Outside on School Property","No","Not a School Day","Illegal Activity","No","No","No","No",NA,-121.0798183,37.7230607
"321","20210719TXCAC","4",2021-07-19,"Summer","Caldwell High School Caldwell TX","Caldwell High School","Caldwell","TX","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Drive-by Shooting","No","No","No","No",NA,-96.6741275,30.5484321
"322","20210517TXBRE","3",2021-05-17,"Spring","Brown Middle School El Paso TX","Brown Middle School","El Paso","TX","Middle","Classroom","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting",NA,"No","No",NA,"8",-106.5726936,31.8778583
"323","20210806LASTH","4",2021-08-06,"Summer","St. Francis de Sales school Houma LA","St. Francis de Sales school","Houma","LA","K-8","Front of School","Outside on School Property","Yes","Dismissal","Illegal Activity","No","No","No","No","1",-90.7234183,29.5953164
"324","20210805GACHD","4",2021-08-05,"Summer","Chapel Hill Middle School Douglasville GA","Chapel Hill Middle School","Douglasville","GA","Middle","Office","Inside School Building","No","Night","Intentional Property Damage","No","No","No",NA,"5",-84.7182657,33.6964405
"325","20210812CANOS","4",2021-08-12,"Fall","North Mountain Middle School San Jacinto CA","North Mountain Middle School","San Jacinto","CA","Middle","Bathroom","Inside School Building","Yes","School Start",NA,NA,"No","No",NA,"1",-116.9395693,33.7796375
"326","20210814SCDAH","3",2021-08-14,"Summer","Darlington County School District Buses Hartsville SC","Darlington County School District Buses","Hartsville","SC",NA,"School Bus","School Bus",NA,"Not a School Day","Intentional Property Damage",NA,"No","No","No",NA,-80.0707391,34.3905017
"327","20210817COYED","4",2021-08-17,"Fall","Yeshiva Toras Chaim High School Denver CO","Yeshiva Toras Chaim High School","Denver","CO","High","Front of School","Outside on School Property","Yes","Night","Illegal Activity","No","No","No","No",NA,-105.0437844,39.7418139
"328","20210901NCMTW","4",2021-09-01,"Fall","Mt. Tabor High School Winston-Salem NC","Mt. Tabor High School","Winston-Salem","NC","High","Hallway","Inside School Building","Yes","Lunch",NA,NA,"No","No","No",NA,-80.314093,36.126799
"329","20210907MAOMG","4",2021-09-07,"Fall","O<U+0092>Maley Innovation Middle School Gloucester MA","O<U+0092>Maley Innovation Middle School","Gloucester","MA","Middle","Parking Lot","Outside on School Property","No","Night","Intentional Property Damage","No","No","No","No","100",-70.6725235,42.6297711
"330","20210909NCSHE","4",2021-09-09,NA,"Sheep-Harney Elementary School Elizabeth City NC","Sheep-Harney Elementary School","Elizabeth City","NC","Elementary","Front of School","Outside on School Property","No","Night","Intentional Property Damage","No","No","No","No",NA,-76.2245097,36.3030839
"331","20210910CASTP","4",2021-09-10,"Fall","Stratford School Palo Alto CA","Stratford School","Palo Alto","CA","Elementary","Playground","Outside on School Property","Yes","Lunch","Indiscriminate Shooting","No","No","No","No","1",-122.1320414,37.4411564
"332","20210827VTEDB","4",2021-08-27,"Fall","Edmunds Middle School Burlington VT","Edmunds Middle School","Burlington","VT","Middle","Front of School","Both Inside/Outside","No","Before School","Intentional Property Damage","No","No","No","No","1",-73.208086,44.475468
"333","20210826WAAKS","4",2021-08-26,"Fall","Aki Kurose Middle School Seattle WA","Aki Kurose Middle School","Seattle","WA","Middle","Front of School","Outside on School Property","No","Evening",NA,"No","No","No","No",NA,-122.2820194,47.5463104
"334","20210915KYMAL","4",2021-09-15,"Fall","Mary Todd Elementary School Lexington KY","Mary Todd Elementary School","Lexington","KY","Elementary","Parking Lot","Off School Property","No","After School",NA,"No","No","No","No",NA,-84.4532624,38.0829055
"335","20210921OHMIM","3",2021-09-21,"Fall","Middletown Preparatory and Fitness Academy Middletown OH","Middletown Preparatory and Fitness Academy","Middletown","OH","High","School Bus","School Bus","Yes","Dismissal","Intentional Property Damage","No","No","No","No",NA,-84.4089355,39.5151252
"336","20210921FLLAL","4",2021-09-21,"Fall","Lake Asbury Elementary School Lake Asbury FL","Lake Asbury Elementary School","Lake Asbury","FL","Elementary","School Bus","School Bus","Yes","School Start","Intentional Property Damage","No","No","No","No",NA,-81.8068408,30.0459889
"337","20210915VASPS","4",2021-09-15,"Fall","Springfield Estates Elementary Springfield VA","Springfield Estates Elementary","Springfield","VA","Elementary","Inside School Building","Inside School Building","Yes","Morning Classes",NA,"No","No","No","No",NA,-77.1643678,38.783945
"338","20210924ALFAF","4",2021-09-24,"Fall","Fairfield High Preparatory School Fairfield AL","Fairfield High Preparatory School","Fairfield","AL","High","Parking Lot","Outside on School Property","No","Sport Event","Indiscriminate Shooting","No","No","No","No",NA,-86.9082481,33.4912583
"339","20210903NCJUC","4",2021-09-03,"Fall","Julius Chambers High School Charlotte NC","Julius Chambers High School","Charlotte","NC","High","Football Field/Track","Outside on School Property","No","Sport Event",NA,"No","No","No","No","4",-80.7690639,35.3006307
"340","20210927ILCAC","4",2021-09-27,"Fall","Canterbury Elementary School Crystal Lake IL","Canterbury Elementary School","Crystal Lake","IL","Elementary","Playground","Outside on School Property","Yes","Lunch",NA,NA,"No","No","No",NA,-88.3203042,42.2160628
"341","20210902GAWOS","3",2021-09-02,"Fall","Woodland High School Stockbridge GA","Woodland High School","Stockbridge","GA","High","Outside on School Property","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No","0",-84.1530033,33.5625271
"342","20210928MESOS","4",2021-09-28,"Fall","South Portland High School South Portland ME","South Portland High School","South Portland","ME","High","Parking Lot","Outside on School Property","No","Evening",NA,"No","No","No","No",NA,-70.268468,43.6210894
"343","20210830FLOKW","3",2021-08-30,"Fall","Okeeheelee Middle School West Palm Beach FL","Okeeheelee Middle School","West Palm Beach","FL","Middle","School Bus","School Bus","Yes","Dismissal",NA,"No","No","No","No",NA,-80.155365,26.6483865
"344","20211001TXYEH","4",2021-10-01,"Fall","YES Prep Houston TX","YES Prep","Houston","TX","High","Entryway","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","4",-95.4980988,29.7069022
"345","20211004PASCP","4",2021-10-04,"Fall","School of the Future Philadelphia PA","School of the Future","Philadelphia","PA","High","Outside on School Property","Outside on School Property","No","Night",NA,"No",NA,"No","No","100",-75.2033601,39.9753756
"346","20211012OKUNT","4",2021-10-12,"Fall","Union High School Tulsa OK","Union High School","Tulsa","OK","High","Front of School","Outside on School Property","Yes","Dismissal","Drive-by Shooting","No","No","No","No",NA,-95.8701703,36.0666635
