,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
2593,6.3,0.21,0.29,0.048,49.0,3.22,0.38,10.8,5
2594,5.4,0.5,0.13,0.027999999999999997,12.0,3.48,0.88,13.5,7
2595,8.2,0.52,0.34,0.042,18.0,3.24,0.39,10.6,5
2596,7.8,0.28,0.31,0.046,28.0,3.23,0.64,9.8,5
2597,6.4,0.22,0.34,0.023,56.0,3.18,0.7,11.7,6
2598,7.8,0.28,0.31,0.046,28.0,3.23,0.64,9.8,5
2599,6.9,0.32,0.27,0.034,58.0,3.34,0.6,9.0,6
2600,6.8,0.11,0.42,0.042,51.0,3.18,0.74,11.3,7
2601,6.2,0.26,0.32,0.031,64.0,3.31,0.61,9.4,5
2602,6.4,0.22,0.34,0.023,56.0,3.18,0.7,11.7,6
2603,6.7,0.3,0.29,0.025,37.0,3.31,0.63,11.3,7
2604,6.7,0.3,0.29,0.025,37.0,3.31,0.63,11.3,7
2605,7.1,0.2,0.3,0.019,4.0,3.2,0.36,12.0,6
2606,7.2,0.2,0.36,0.027999999999999997,22.0,3.48,0.49,10.6,6
2607,8.9,0.26,0.33,0.024,47.0,3.13,0.46,10.8,6
2608,7.5,0.25,0.32,0.024,53.0,3.12,0.46,10.8,6
2609,7.1,0.2,0.3,0.019,4.0,3.2,0.36,12.0,6
2610,6.3,0.27,0.46,0.053,44.0,3.18,0.67,9.4,5
2611,6.5,0.3,0.39,0.038,61.0,3.19,0.5,9.4,5
2612,6.7,0.3,0.29,0.025,37.0,3.31,0.63,11.3,7
2613,6.6,0.36,0.52,0.05,29.0,3.07,0.4,9.4,5
2614,6.15,0.21,0.37,0.021,20.0,3.39,0.47,12.0,5
2615,6.5,0.18,0.41,0.039,47.0,3.28,0.72,10.3,7
2616,6.5,0.18,0.41,0.039,47.0,3.28,0.72,10.3,7
2617,6.5,0.18,0.41,0.039,47.0,3.28,0.72,10.3,7
2618,6.6,0.26,0.21,0.026000000000000002,48.0,3.22,0.38,11.3,7
2619,6.6,0.35,0.35,0.063,31.0,3.1,0.47,9.4,6
2620,6.5,0.28,0.28,0.040999999999999995,40.0,3.14,0.38,8.7,5
2621,6.6,0.36,0.52,0.05,29.0,3.07,0.4,9.4,5
2622,6.6,0.26,0.21,0.026000000000000002,48.0,3.22,0.38,11.3,7
2623,6.5,0.18,0.41,0.039,47.0,3.28,0.72,10.3,7
2624,6.15,0.21,0.37,0.021,20.0,3.39,0.47,12.0,5
2625,4.5,0.19,0.21,0.033,89.0,3.34,0.42,8.0,5
2626,8.0,0.24,0.26,0.033,36.0,3.44,0.51,10.4,7
2627,7.8,0.17,0.23,0.028999999999999998,39.0,3.37,0.41,10.7,7
2628,7.0,0.24,0.24,0.03,42.0,3.47,0.46,10.2,6
2629,5.8,0.6,0.0,0.044000000000000004,72.0,3.56,0.43,10.9,5
2630,5.9,0.445,0.26,0.027000000000000003,23.0,3.3,0.36,10.5,6
2631,6.7,0.28,0.28,0.012,36.0,3.26,0.39,11.7,7
2632,6.8,0.44,0.2,0.065,61.0,3.13,0.45,8.6,5
2633,7.2,0.24,0.27,0.034,40.0,3.2,0.44,9.0,5
2634,8.7,0.31,0.73,0.044000000000000004,27.0,2.96,0.88,8.7,5
2635,8.2,0.32,0.26,0.062,26.0,3.1,0.47,12.8,6
2636,7.2,0.24,0.27,0.034,40.0,3.2,0.44,9.0,5
2637,8.7,0.31,0.73,0.044000000000000004,27.0,2.96,0.88,8.7,5
2638,7.5,0.13,0.38,0.023,42.0,3.28,0.53,11.8,6
2639,9.2,0.14,0.37,0.034,36.0,3.05,0.55,11.6,6
2640,7.4,0.2,0.37,0.027999999999999997,28.0,3.14,0.61,11.8,6
2641,6.1,0.15,0.35,0.042,55.0,3.24,0.37,10.6,5
2642,7.6,0.23,0.4,0.066,14.0,3.17,0.8,9.7,5
2643,8.1,0.33,0.22,0.047,24.0,3.22,0.47,10.3,5
2644,7.15,0.17,0.24,0.11900000000000001,56.0,3.15,0.44,10.2,6
2645,6.7,0.12,0.3,0.048,38.0,3.33,0.44,10.1,7
2646,5.7,0.18,0.36,0.046,9.0,3.7,0.68,10.9,7
2647,5.8,0.15,0.28,0.037000000000000005,43.0,3.24,0.51,9.3,5
2648,6.6,0.23,0.29,0.057,29.0,3.33,0.54,10.2,6
2649,7.15,0.17,0.24,0.11900000000000001,56.0,3.15,0.44,10.2,6
2650,7.0,0.34,0.39,0.066,43.0,3.11,0.53,9.5,5
2651,6.4,0.68,0.26,0.069,25.0,3.18,0.4,9.3,5
2652,7.3,0.22,0.31,0.018000000000000002,45.0,3.06,0.34,12.9,7
2653,6.4,0.28,0.27,0.042,45.0,3.14,0.46,8.7,5
2654,6.9,0.4,0.22,0.081,76.0,3.4,0.57,9.4,5
2655,6.8,0.19,0.23,0.034,71.0,3.23,0.69,10.1,5
2656,7.1,0.23,0.24,0.039,60.0,3.19,0.78,10.0,4
2657,6.45,0.14,0.42,0.05,51.0,3.27,0.69,11.1,7
2658,6.5,0.15,0.44,0.052000000000000005,65.0,3.26,0.7,10.3,7
2659,7.1,0.15,0.34,0.033,27.0,3.24,0.41,12.2,6
2660,6.7,0.33,0.34,0.067,35.0,3.11,0.48,9.3,6
2661,7.2,0.3,0.26,0.040999999999999995,46.0,3.19,0.56,11.3,6
2662,7.0,0.23,0.33,0.043,46.0,3.04,0.65,10.8,6
2663,8.0,0.13,0.25,0.033,15.0,2.98,0.39,11.2,8
2664,6.2,0.21,0.34,0.03,36.0,3.32,0.45,12.5,7
2665,8.3,0.4,0.41,0.05,15.0,3.39,0.49,9.3,5
2666,5.9,0.34,0.31,0.03,38.0,3.4,0.41,12.9,7
2667,6.6,0.12,0.25,0.039,21.0,3.2,0.45,11.2,7
2668,9.6,0.655,0.21,0.039,21.0,3.0,1.0,12.6,6
2669,6.8,0.26,0.4,0.046,45.0,3.2,0.49,9.3,5
2670,5.9,0.34,0.31,0.03,38.0,3.4,0.41,12.9,7
2671,5.9,0.3,0.3,0.03,38.0,3.41,0.41,12.9,7
2672,7.0,0.15,0.3,0.049,46.0,3.2,0.36,9.5,7
2673,7.9,0.37,0.31,0.037000000000000005,5.0,3.19,0.36,11.9,6
2674,7.2,0.35,0.25,0.032,23.0,2.93,0.66,10.3,7
2675,7.2,0.32,0.24,0.033,23.0,2.92,0.66,10.3,7
2676,7.6,0.1,0.33,0.031,33.0,3.06,0.68,11.2,6
2677,6.2,0.25,0.31,0.03,32.0,3.18,0.31,12.0,6
2678,7.1,0.31,0.17,0.042,21.0,3.13,0.4,9.6,5
2679,7.6,0.18,0.28,0.040999999999999995,29.0,3.2,0.42,9.2,6
2680,8.0,0.17,0.29,0.028999999999999998,52.0,3.03,0.33,12.9,6
2681,7.2,0.19,0.27,0.061,46.0,2.99,0.59,9.3,6
2682,7.6,0.32,0.25,0.03,15.0,3.1,0.44,12.1,6
2683,7.1,0.31,0.17,0.042,21.0,3.13,0.4,9.6,5
2684,6.6,0.21,0.29,0.026000000000000002,35.0,3.37,0.48,11.2,6
2685,7.0,0.16,0.36,0.028999999999999998,28.0,3.11,0.37,11.2,7
2686,8.0,0.17,0.29,0.028999999999999998,52.0,3.03,0.33,12.9,6
2687,6.6,0.24,0.38,0.042,56.0,3.21,0.46,9.2,5
2688,7.2,0.19,0.27,0.061,46.0,2.99,0.59,9.3,6
2689,7.6,0.18,0.28,0.040999999999999995,29.0,3.2,0.42,9.2,6
2690,6.9,0.3,0.25,0.040999999999999995,26.0,3.18,0.5,9.3,6
2691,6.2,0.28,0.27,0.03,26.0,3.2,0.36,10.7,6
2692,6.9,0.31,0.32,0.024,20.0,3.05,0.54,9.8,6
2693,6.7,0.23,0.25,0.036000000000000004,28.0,3.3,0.54,10.3,6
2694,6.2,0.28,0.27,0.03,26.0,3.2,0.36,10.7,6
2695,5.7,0.23,0.28,0.025,26.0,3.28,0.38,11.3,6
2696,6.5,0.22,0.5,0.048,36.0,3.02,0.49,8.8,6
2697,7.0,0.18,0.37,0.043,16.0,3.18,0.5,10.8,5
2698,6.9,0.31,0.32,0.024,20.0,3.05,0.54,9.8,6
2699,6.9,0.3,0.25,0.040999999999999995,26.0,3.18,0.5,9.3,6
2700,6.5,0.46,0.31,0.027000000000000003,15.0,3.26,0.6,11.5,7
2701,6.5,0.23,0.36,0.038,43.0,3.26,0.41,8.8,5
2702,6.5,0.23,0.36,0.038,43.0,3.26,0.41,8.8,5
2703,6.5,0.23,0.36,0.038,43.0,3.26,0.41,8.8,5
2704,6.6,0.26,0.38,0.17,68.0,3.19,0.38,9.4,6
2705,6.7,0.26,0.39,0.171,64.0,3.19,0.38,9.4,6
2706,7.5,0.28,0.39,0.045,59.0,3.16,0.63,9.6,6
2707,6.5,0.23,0.36,0.038,43.0,3.26,0.41,8.8,5
2708,6.8,0.23,0.42,0.044000000000000004,56.0,3.22,0.48,9.3,6
2709,7.8,0.25,0.34,0.044000000000000004,66.0,3.22,0.75,8.9,5
2710,7.8,0.25,0.34,0.044000000000000004,66.0,3.22,0.75,8.9,5
2711,5.6,0.2,0.22,0.049,25.0,3.74,0.43,10.0,5
2712,6.4,0.21,0.44,0.045,47.0,3.24,0.46,9.1,5
2713,6.8,0.23,0.42,0.044000000000000004,56.0,3.22,0.48,9.3,6
2714,6.8,0.24,0.37,0.043,59.0,3.2,0.5,9.4,6
2715,7.8,0.25,0.28,0.04,46.0,3.14,0.6,10.1,6
2716,7.8,0.25,0.34,0.044000000000000004,66.0,3.22,0.75,8.9,5
2717,6.8,0.16,0.29,0.046,59.0,3.2,0.4,10.8,6
2718,5.2,0.28,0.29,0.027999999999999997,18.0,3.24,0.54,10.0,6
2719,7.5,0.18,0.31,0.028999999999999998,53.0,3.03,0.38,10.9,6
2720,7.5,0.26,0.3,0.027000000000000003,29.0,3.15,0.38,12.0,7
2721,8.2,0.37,0.64,0.043,22.0,2.99,0.8,9.3,5
2722,7.6,0.4,0.27,0.03,32.0,3.22,0.62,12.3,7
2723,7.5,0.26,0.25,0.038,29.0,3.45,0.56,10.4,6
2724,7.5,0.18,0.31,0.028999999999999998,53.0,3.03,0.38,10.9,6
2725,6.9,0.23,0.32,0.045,62.0,3.22,0.42,10.5,5
2726,5.3,0.2,0.31,0.036000000000000004,22.0,3.41,0.5,9.8,6
2727,6.5,0.17,0.31,0.040999999999999995,34.0,3.06,0.46,10.5,6
2728,6.5,0.35,0.28,0.051,86.0,3.16,0.51,9.9,6
2729,6.5,0.29,0.31,0.035,24.0,3.27,0.69,11.4,7
2730,6.8,0.3,0.22,0.06,41.0,3.18,0.51,9.2,5
2731,7.9,0.51,0.36,0.051,30.0,3.09,0.53,9.7,5
2732,7.9,0.51,0.34,0.049,13.0,3.09,0.51,10.0,5
2733,6.5,0.29,0.31,0.035,24.0,3.27,0.69,11.4,7
2734,7.1,0.29,0.28,0.048,50.0,3.13,0.49,10.3,6
2735,6.5,0.35,0.28,0.051,86.0,3.16,0.51,9.9,6
2736,6.5,0.17,0.31,0.040999999999999995,34.0,3.06,0.46,10.5,6
2737,7.4,0.2,0.28,0.047,29.0,3.16,0.47,9.8,7
2738,6.9,0.615,0.42,0.067,24.0,3.19,0.34,9.3,5
2739,6.8,0.32,0.28,0.034,25.0,3.08,0.47,12.4,7
2740,6.3,0.2,0.19,0.048,54.0,3.16,0.42,9.3,6
2741,6.9,0.615,0.42,0.067,24.0,3.19,0.34,9.3,5
2742,8.0,0.23,0.28,0.048,49.0,3.26,0.72,9.5,6
2743,6.7,0.27,0.33,0.034,9.0,3.08,0.4,10.5,6
2744,6.7,0.27,0.33,0.034,9.0,3.08,0.4,10.5,6
2745,6.7,0.44,0.22,0.032,19.0,3.26,0.53,12.8,7
2746,7.0,0.34,0.3,0.045,44.0,2.99,0.45,10.8,6
2747,7.3,0.26,0.33,0.057,48.0,3.1,0.55,10.0,6
2748,5.8,0.17,0.34,0.045,96.0,3.38,0.9,11.8,8
2749,7.3,0.26,0.33,0.057,48.0,3.1,0.55,10.0,6
2750,5.8,0.17,0.34,0.045,96.0,3.38,0.9,11.8,8
2751,6.8,0.17,0.36,0.036000000000000004,38.0,3.19,0.66,12.0,6
2752,7.1,0.43,0.3,0.025,15.0,3.18,0.46,12.6,6
2753,5.8,0.315,0.27,0.026000000000000002,15.0,3.37,0.4,11.9,8
2754,5.9,0.17,0.28,0.027000000000000003,5.0,3.13,0.32,10.6,5
2755,6.6,0.34,0.18,0.08199999999999999,47.0,3.42,0.48,9.2,5
2756,8.6,0.33,0.34,0.059000000000000004,42.0,3.17,0.52,10.0,6
2757,5.6,0.12,0.26,0.038,18.0,3.36,0.46,9.2,5
2758,5.8,0.13,0.26,0.039,19.0,3.36,0.47,9.3,6
2759,7.7,0.18,0.35,0.055,25.0,3.24,0.54,10.2,6
2760,7.7,0.16,0.36,0.054000000000000006,25.0,3.25,0.54,10.2,6
2761,6.0,0.26,0.15,0.06,51.0,3.14,0.51,8.7,5
2762,7.3,0.32,0.35,0.05,8.0,3.24,0.42,10.7,5
2763,7.7,0.3,0.34,0.048,4.0,3.18,0.34,12.1,6
2764,7.9,0.16,0.3,0.05,58.0,3.12,0.37,9.5,6
2765,6.4,0.27,0.29,0.027999999999999997,17.0,3.18,0.37,11.2,6
2766,6.9,0.16,0.37,0.034,36.0,2.93,0.59,12.0,6
2767,7.9,0.16,0.3,0.05,58.0,3.12,0.37,9.5,6
2768,7.7,0.3,0.34,0.048,4.0,3.18,0.34,12.1,6
2769,7.3,0.32,0.35,0.05,8.0,3.24,0.42,10.7,5
2770,6.4,0.44,0.44,0.048,29.0,3.26,0.54,8.8,7
2771,6.3,0.2,0.24,0.052000000000000005,36.0,3.8,0.66,10.8,6
2772,6.2,0.29,0.32,0.026000000000000002,39.0,3.31,0.37,13.1,7
2773,7.6,0.39,0.32,0.035,22.0,3.08,0.6,12.5,7
2774,7.0,0.36,0.32,0.045,37.0,3.09,0.33,11.7,8
2775,7.0,0.36,0.32,0.045,37.0,3.09,0.33,11.7,8
2776,7.0,0.36,0.32,0.045,35.0,3.09,0.33,11.6,8
2777,7.6,0.2,0.36,0.043,24.0,3.29,0.54,11.3,6
2778,7.6,0.39,0.32,0.035,22.0,3.08,0.6,12.5,7
2779,6.7,0.2,0.37,0.025,42.0,3.11,0.45,11.4,5
2780,6.2,0.235,0.34,0.036000000000000004,4.0,3.4,0.44,12.2,5
2781,7.8,0.965,0.6,0.07400000000000001,8.0,3.39,0.69,11.7,6
2782,7.1,0.2,0.31,0.053,32.0,3.31,0.59,10.4,6
2783,7.1,0.2,0.31,0.053,32.0,3.31,0.59,10.4,6
2784,7.1,0.2,0.31,0.053,32.0,3.31,0.59,10.4,6
2785,6.4,0.24,0.25,0.083,35.0,3.17,0.5,9.1,5
2786,8.0,0.3,0.36,0.034,8.0,3.05,0.41,12.2,6
2787,6.4,0.24,0.25,0.083,35.0,3.17,0.5,9.1,5
2788,6.9,0.4,0.42,0.066,41.0,3.12,0.54,9.4,5
2789,6.9,0.4,0.43,0.065,42.0,3.11,0.53,9.4,5
2790,7.1,0.2,0.31,0.053,32.0,3.31,0.59,10.4,6
2791,6.6,0.25,0.51,0.047,61.0,3.22,0.49,9.2,5
2792,6.8,0.26,0.44,0.046,52.0,3.2,0.51,9.4,5
2793,6.5,0.37,0.3,0.033,39.0,3.22,0.53,13.5,7
2794,6.8,0.35,0.53,0.053,37.0,3.07,0.4,9.4,5
2795,6.4,0.22,0.32,0.027999999999999997,15.0,3.13,0.55,10.9,8
2796,6.5,0.37,0.3,0.033,39.0,3.22,0.53,13.5,7
2797,6.8,0.35,0.53,0.053,37.0,3.07,0.4,9.4,5
2798,6.9,0.31,0.32,0.036000000000000004,34.0,3.19,0.45,11.4,7
2799,6.7,0.16,0.37,0.036000000000000004,45.0,3.19,0.51,12.4,7
2800,6.6,0.25,0.51,0.047,61.0,3.22,0.49,9.2,5
2801,6.8,0.26,0.44,0.046,52.0,3.2,0.51,9.4,5
2802,5.6,0.15,0.31,0.038,8.0,3.3,0.39,10.5,6
2803,5.5,0.15,0.32,0.031,16.0,3.26,0.38,11.5,8
2804,6.4,0.22,0.32,0.027999999999999997,15.0,3.13,0.55,10.9,8
2805,7.3,0.2,0.26,0.04,36.0,3.34,0.44,10.8,6
2806,7.5,0.17,0.71,0.038,52.0,3.03,0.46,8.9,5
2807,7.5,0.18,0.72,0.039,53.0,3.03,0.46,8.9,5
2808,7.0,0.27,0.48,0.042,60.0,3.2,0.5,9.4,6
2809,5.8,0.32,0.31,0.049,25.0,3.44,0.73,12.2,7
2810,7.8,0.26,0.31,0.025,22.0,2.99,0.47,12.1,7
2811,7.4,0.3,0.32,0.03,23.0,3.17,0.66,10.9,5
2812,6.7,0.16,0.34,0.026000000000000002,27.0,3.34,0.58,10.1,6
2813,5.8,0.32,0.31,0.049,25.0,3.44,0.73,12.2,7
2814,6.7,0.19,0.39,0.032,14.0,3.31,0.38,13.0,7
2815,6.6,0.36,0.24,0.038,15.0,3.23,0.39,11.0,5
2816,7.2,0.17,0.41,0.052000000000000005,24.0,3.19,0.49,10.8,5
2817,6.7,0.19,0.39,0.032,14.0,3.31,0.38,13.0,7
2818,6.0,0.11,0.47,0.052000000000000005,69.0,2.91,0.34,9.3,4
2819,6.0,0.21,0.34,0.042,63.0,3.44,0.42,11.4,6
2820,6.7,0.325,0.82,0.152,49.0,2.99,0.38,9.2,5
2821,6.6,0.4,0.46,0.055999999999999994,42.0,3.5,0.6,9.9,5
2822,6.5,0.2,0.24,0.044000000000000004,25.0,3.22,0.44,10.5,5
2823,7.6,0.27,0.34,0.04,18.0,3.06,0.48,12.4,6
2824,7.2,0.26,0.4,0.047,52.0,3.18,0.53,9.5,6
2825,6.3,0.25,0.22,0.048,41.0,3.16,0.5,10.5,6
2826,6.5,0.22,0.45,0.053,52.0,3.23,0.48,9.1,6
2827,6.4,0.14,0.31,0.034,53.0,3.38,0.35,11.5,7
2828,6.4,0.14,0.31,0.034,53.0,3.38,0.35,11.5,7
2829,7.1,0.26,0.32,0.044000000000000004,31.0,3.17,0.37,11.2,5
2830,6.6,0.22,0.34,0.05,59.0,3.22,0.4,10.8,5
2831,6.6,0.45,0.43,0.064,31.0,3.12,0.44,9.4,5
2832,6.6,0.17,0.3,0.031,13.0,3.17,0.58,11.0,6
2833,7.2,0.44,0.28,0.048,22.0,3.21,0.37,11.3,7
2834,6.2,0.15,0.27,0.040999999999999995,51.0,3.28,0.38,11.2,6
2835,6.3,0.25,0.22,0.048,41.0,3.16,0.5,10.5,6
2836,6.5,0.22,0.45,0.053,52.0,3.23,0.48,9.1,6
2837,7.3,0.26,0.3,0.05,35.0,3.21,0.5,10.4,6
2838,6.9,0.15,0.29,0.033,14.0,3.1,0.58,11.2,7
2839,5.8,0.22,0.29,0.034,34.0,3.14,0.36,11.1,7
2840,6.5,0.37,0.33,0.036000000000000004,23.0,3.18,0.38,11.2,6
2841,5.5,0.375,0.38,0.036000000000000004,17.0,3.29,0.39,10.5,6
2842,5.9,0.2,0.4,0.047,23.0,3.2,0.45,10.0,6
2843,5.9,0.22,0.38,0.046,24.0,3.2,0.47,10.0,6
2844,8.0,0.22,0.31,0.049,24.0,3.1,0.42,10.9,5
2845,6.5,0.22,0.29,0.027999999999999997,16.0,3.15,0.56,10.9,7
2846,6.9,0.15,0.29,0.033,14.0,3.1,0.58,11.2,7
2847,5.8,0.2,0.34,0.035,40.0,3.5,0.42,11.7,5
2848,6.6,0.31,0.07,0.033,55.0,3.16,0.42,10.0,5
2849,7.7,0.43,0.37,0.16899999999999998,22.0,3.02,0.64,9.5,5
2850,6.7,0.24,0.29,0.053,55.0,3.03,0.52,9.0,5
2851,7.3,0.23,0.34,0.052000000000000005,19.0,3.04,0.56,10.0,5
2852,7.9,0.2,0.39,0.040999999999999995,37.0,3.08,0.43,11.9,5
2853,5.3,0.16,0.39,0.027999999999999997,40.0,3.57,0.59,10.6,6
2854,6.4,0.21,0.28,0.047,29.0,3.15,0.4,11.0,6
2855,6.9,0.33,0.26,0.027000000000000003,46.0,3.25,0.43,11.2,7
2856,5.6,0.18,0.58,0.034,29.0,3.51,0.6,12.0,7
2857,6.6,0.29,0.31,0.027000000000000003,39.0,3.24,0.6,12.6,8
2858,6.9,0.33,0.26,0.027000000000000003,46.0,3.25,0.43,11.2,7
2859,6.6,0.21,0.36,0.034,48.0,3.24,0.68,10.5,6
2860,7.3,0.21,0.33,0.037000000000000005,66.0,3.11,0.52,10.2,6
2861,6.4,0.21,0.28,0.047,29.0,3.15,0.4,11.0,6
2862,5.1,0.11,0.32,0.027999999999999997,12.0,3.57,0.52,12.2,6
2863,6.5,0.15,0.32,0.036000000000000004,19.0,3.18,0.41,12.3,6
2864,5.3,0.16,0.39,0.027999999999999997,40.0,3.57,0.59,10.6,6
2865,5.6,0.19,0.46,0.032,33.0,3.36,0.5,10.4,6
2866,5.6,0.18,0.58,0.034,29.0,3.51,0.6,12.0,7
2867,6.7,0.48,0.32,0.021,22.0,3.15,0.53,12.7,7
2868,6.2,0.23,0.23,0.018000000000000002,18.0,3.05,0.28,10.6,5
2869,6.0,0.17,0.29,0.027999999999999997,25.0,3.14,0.34,12.3,6
2870,6.7,0.48,0.32,0.021,22.0,3.15,0.53,12.7,7
2871,6.7,0.15,0.38,0.037000000000000005,20.0,3.09,0.53,11.4,6
2872,4.2,0.17,0.36,0.028999999999999998,93.0,3.65,0.89,12.0,7
2873,5.8,0.21,0.32,0.045,38.0,3.23,0.94,12.4,8
2874,5.4,0.23,0.36,0.03,74.0,3.24,0.99,12.1,7
2875,6.7,0.15,0.38,0.037000000000000005,20.0,3.09,0.53,11.4,6
2876,6.4,0.22,0.31,0.04,57.0,3.21,0.38,10.7,5
2877,6.5,0.15,0.55,0.045,75.0,2.97,0.4,9.3,5
2878,5.9,0.32,0.33,0.027000000000000003,35.0,3.37,0.42,12.7,6
2879,5.7,0.37,0.3,0.028999999999999998,24.0,3.18,0.39,11.7,6
2880,7.9,0.25,0.35,0.039,22.0,2.93,0.49,10.7,5
2881,7.2,0.21,0.28,0.033,38.0,2.99,0.43,11.8,7
2882,7.0,0.24,0.3,0.039,37.0,3.2,0.39,9.9,5
2883,6.8,0.475,0.33,0.047,16.0,3.23,0.53,13.4,7
2884,7.0,0.28,0.32,0.032,30.0,3.12,0.64,12.8,7
2885,6.9,0.4,0.3,0.033,24.0,3.15,0.45,12.8,6
2886,6.6,0.41,0.31,0.042,18.0,3.13,0.41,10.5,5
2887,6.4,0.2,0.28,0.032,24.0,3.31,0.55,11.5,5
2888,8.5,0.22,0.34,0.04,5.0,3.04,0.37,10.5,4
2889,8.4,0.36,0.36,0.032,21.0,2.95,0.39,13.0,6
2890,5.2,0.285,0.29,0.035,64.0,3.19,0.34,12.4,8
2891,6.9,0.2,0.3,0.040999999999999995,40.0,3.16,0.35,10.2,6
2892,6.7,0.42,0.46,0.054000000000000006,67.0,3.23,0.5,9.0,5
2893,6.2,0.16,0.34,0.038,85.0,3.33,0.86,12.0,7
2894,6.4,0.125,0.36,0.044000000000000004,22.0,3.15,0.5,11.7,7
2895,6.4,0.44,0.26,0.054000000000000006,20.0,3.58,0.57,10.0,5
2896,7.0,0.31,0.39,0.055,42.0,3.37,0.54,10.3,5
2897,6.7,0.42,0.46,0.054000000000000006,67.0,3.23,0.5,9.0,5
2898,8.6,0.18,0.28,0.032,25.0,2.99,0.38,11.1,5
2899,6.2,0.21,0.26,0.05,59.0,3.31,0.46,9.0,5
2900,6.1,0.16,0.37,0.031,37.0,3.4,0.58,10.5,6
2901,6.5,0.22,0.32,0.027999999999999997,36.0,3.27,0.59,11.9,7
2902,6.2,0.36,0.14,0.036000000000000004,38.0,3.27,0.5,9.4,5
2903,5.7,0.21,0.25,0.035,26.0,3.31,0.52,11.4,6
2904,6.4,0.25,0.32,0.034,40.0,3.31,0.58,10.8,7
2905,7.6,0.31,0.26,0.073,40.0,3.1,0.46,9.8,5
2906,6.6,0.26,0.46,0.047,59.0,3.2,0.45,9.3,5
2907,5.7,0.21,0.25,0.035,26.0,3.31,0.52,11.4,6
2908,6.2,0.2,0.31,0.031,22.0,3.24,0.52,11.3,6
2909,6.2,0.18,0.3,0.031,23.0,3.23,0.52,11.3,6
2910,6.1,0.37,0.2,0.031,49.0,3.22,0.48,9.5,5
2911,6.2,0.36,0.14,0.036000000000000004,38.0,3.27,0.5,9.4,5
2912,6.5,0.22,0.32,0.027999999999999997,36.0,3.27,0.59,11.9,7
2913,7.7,0.18,0.3,0.046,49.0,3.03,0.38,9.3,5
2914,6.9,0.14,0.38,0.040999999999999995,22.0,3.03,0.54,11.4,6
2915,6.9,0.14,0.38,0.040999999999999995,22.0,3.03,0.54,11.4,6
2916,6.0,0.44,0.26,0.053,57.0,3.22,0.39,12.7,6
2917,7.1,0.36,0.4,0.033,26.0,3.2,0.45,13.5,7
2918,5.7,0.28,0.28,0.019,15.0,3.06,0.52,11.2,6
2919,6.4,0.16,0.32,0.038,38.0,3.19,0.41,10.7,5
2920,7.4,0.28,0.4,0.032,13.0,3.01,0.46,10.8,4
2921,6.7,0.39,0.31,0.054000000000000006,27.0,3.46,0.57,10.5,6
2922,6.5,0.44,0.47,0.013999999999999999,44.0,3.13,0.32,13.0,8
2923,6.9,0.22,0.31,0.028999999999999998,41.0,3.08,0.49,10.8,6
2924,6.6,0.22,0.29,0.046,39.0,3.05,0.5,9.1,6
2925,7.7,0.25,0.3,0.038,67.0,3.1,0.5,10.1,5
2926,5.2,0.155,0.33,0.027999999999999997,13.0,3.3,0.84,11.9,8
2927,7.0,0.31,0.31,0.036000000000000004,45.0,2.98,0.31,12.0,7
2928,7.0,0.31,0.31,0.036000000000000004,45.0,2.98,0.31,12.0,7
2929,6.6,0.22,0.29,0.046,39.0,3.05,0.5,9.1,6
2930,5.6,0.21,0.4,0.040999999999999995,81.0,3.22,0.95,11.6,8
2931,5.2,0.155,0.33,0.027999999999999997,13.0,3.3,0.84,11.9,8
2932,6.4,0.25,0.32,0.038,69.0,3.14,0.5,10.2,6
2933,6.9,0.22,0.31,0.028999999999999998,41.0,3.08,0.49,10.8,6
2934,5.3,0.21,0.29,0.027999999999999997,11.0,3.3,0.4,9.8,5
2935,7.1,0.27,0.28,0.023,3.0,2.95,0.3,11.4,4
2936,5.2,0.17,0.27,0.03,11.0,3.3,0.41,9.8,5
2937,7.7,0.25,0.3,0.038,67.0,3.1,0.5,10.1,5
2938,7.0,0.12,0.29,0.039,41.0,3.19,0.38,9.8,8
2939,7.0,0.12,0.29,0.039,41.0,3.19,0.38,9.8,8
2940,7.1,0.29,0.34,0.036000000000000004,49.0,3.21,0.4,10.7,6
2941,7.2,0.3,0.3,0.022000000000000002,14.0,3.11,0.61,10.6,5
2942,6.8,0.26,0.46,0.037000000000000005,49.0,3.17,0.47,9.3,5
2943,7.0,0.12,0.29,0.039,41.0,3.19,0.38,9.8,8
2944,7.1,0.29,0.34,0.036000000000000004,49.0,3.21,0.4,10.7,6
2945,4.9,0.33,0.31,0.016,39.0,3.33,0.59,14.0,8
2946,5.1,0.29,0.28,0.026000000000000002,27.0,3.36,0.37,11.0,6
2947,5.1,0.29,0.28,0.026000000000000002,27.0,3.36,0.37,11.0,6
2948,6.8,0.26,0.48,0.049,55.0,3.21,0.45,9.4,6
2949,6.0,0.28,0.52,0.078,30.0,3.1,0.36,9.0,6
2950,6.0,0.28,0.25,0.042,8.0,3.08,0.55,9.0,5
2951,7.2,0.2,0.22,0.044000000000000004,17.0,3.37,0.53,10.0,5
2952,6.1,0.27,0.25,0.040999999999999995,9.0,3.08,0.54,9.0,5
2953,6.0,0.28,0.25,0.042,8.0,3.08,0.55,9.0,5
